id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,original_language,original_title,overview,popularity,genres,production_companies,production_countries,spoken_languages,directors,writers,averageRating,numVotes																																
168259,Furious 7,7.238,9988,Released,2015-04-01,1515341399,137,190000000,en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,62.276,Action,Original Film,United States of America,Arabic,James Wan,Chris Morgan,7.1,421096																																
211672,Minions,6.395,9969,Released,2015-06-17,1156730962,91,74000000,en,Minions,Minions Stuart| Kevin and Bob are recruited by Scarlet Overkill| a super-villain who| alongside her inventor husband Herb| hatches a plot to take over the world.,26.414,Family,Illumination,United States of America,English,Kyle Balda,Brian Lynch,6.4,267493																																
36557,Casino Royale,7.543,9959,Released,2006-11-14,599045960,144,150000000,en,Casino Royale,Le Chiffre| a banker to the world's terrorists| is scheduled to participate in a high-stakes poker game in Montenegro| where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bondâ€”on his maiden mission as a 00 Agentâ€”to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter| Bond enters the most important poker game in his already dangerous career.,43.407,Adventure,Eon Productions,Czech Republic,English,Martin Campbell,Neal Purvis,8.0,706958																																
18,The Fifth Element,7.53,9947,Released,1997-05-02,263920180,126,90000000,en,The Fifth Element,In 2257| a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.,49.67,Adventure,Gaumont,France,English,Luc Besson,Luc Besson,7.6,517677																																
12405,Slumdog Millionaire,7.734,9916,Released,2008-11-12,378410542,120,15000000,en,Slumdog Millionaire,"A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",22.969,Drama,Celador Films,United Kingdom,French,Danny Boyle,Simon Beaufoy,8.0,886642																																
62211,Monsters University,7.0,9903,Released,2013-06-19,743559607,104,200000000,en,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University â€” when they weren't necessarily the best of friends.,44.116,Animation,Pixar,United States of America,English,Dan Scanlon,Dan Scanlon,7.2,400487																																
51876,Limitless,7.186,9900,Released,2011-03-08,161849455,105,27000000,en,Limitless,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",33.384,Thriller,Relativity Media,United States of America,English,Neil Burger,Leslie Dixon,7.4,621368																																
206647,Spectre,6.533,9893,Released,2015-10-26,880674609,148,245000000,en,Spectre,A cryptic message from Bondâ€™s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive| Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.,33.598,Action,Columbia Pictures,United Kingdom,French,Sam Mendes,John Logan,6.8,474105																																
84892,The Perks of Being a Wallflower,7.8,9844,Released,2012-09-20,33400000,103,13000000,en,The Perks of Being a Wallflower,Pittsburgh| Pennsylvania| 1991. High school freshman Charlie is a wallflower| always watching life from the sidelines| until two senior students| Sam and her stepbrother Patrick| become his mentors| helping him discover the joys of friendship| music and love.,40.616,Drama,Mr. Mudd Production,United States of America,English,Stephen Chbosky,Stephen Chbosky,7.9,559711																																
1417,Pan's Labyrinth,7.757,9839,Released,2006-10-10,83258226,118,19000000,es,El laberinto del fauno,Living with her tyrannical stepfather in a new home with her pregnant mother| 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father| Ofelia must complete three terrifying tasks.,35.672,Fantasy,Estudios Picasso,Mexico,Spanish,Guillermo del Toro,Guillermo del Toro,8.2,714056																																
8844,Jumanji,7.239,9833,Released,1995-12-15,262821940,104,65000000,en,Jumanji,When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world| they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game| which proves risky as all three find themselves running from giant rhinoceroses| evil monkeys and other terrifying creatures.,13.444,Adventure,TriStar Pictures,United States of America,English,Joe Johnston,Jonathan Hensleigh,7.1,387109																																
76600,Avatar: The Way of Water,7.654,9830,Released,2022-12-14,2320250281,192,460000000,en,Avatar: The Way of Water,Set more than a decade after the events of the first film| learn the story of the Sully family (Jake| Neytiri| and their kids)| the trouble that follows them| the lengths they go to keep each other safe| the battles they fight to stay alive| and the tragedies they endure.,241.285,Science Fiction,20th Century Studios,United States of America,English,James Cameron,James Cameron,7.5,515902																																
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.126,9808,Released,2005-12-07,745013115,143,180000000,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Siblings Lucy| Edmund| Susan and Peter step through a magical wardrobe and find the land of Narnia. There| they discover a charming| once peaceful kingdom that has been plunged into eternal winter by the evil White Witch| Jadis. Aided by the wise and magnificent lion| Aslan| the children lead Narnia into a spectacular| climactic battle to be free of the Witch's glacial powers forever.,123.542,Adventure,Walt Disney Pictures,United Kingdom,English,Andrew Adamson,Ann Peacock,6.9,435824																																
1359,American Psycho,7.4,9797,Released,2000-04-13,34266564,102,7000000,en,American Psycho,A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical| gratuitous fantasies.,55.224,Thriller,Muse Productions,Canada,English,Mary Harron,Bret Easton Ellis,7.6,750838																																
2080,X-Men Origins: Wolverine,6.254,9797,Released,2009-04-28,373062864,107,150000000,en,X-Men Origins: Wolverine,After seeking to live a normal life| Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.,4.317,Adventure,The Donners' Company,United States of America,English,Gavin Hood,David Benioff,6.5,547278																																
45243,The Hangover Part II,6.468,9789,Released,2011-05-25,586764305,102,80000000,en,The Hangover Part II,The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year| Stu is playing it safe with a mellow pre-wedding brunch. However| nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.,51.808,Comedy,Legendary Pictures,United States of America,English,Todd Phillips,Craig Mazin,6.5,545915																																
58574,Sherlock Holmes: A Game of Shadows,7.13,9742,Released,2011-11-22,334615000,129,125000000,en,Sherlock Holmes: A Game of Shadows,There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmesâ€™ intellectual equal| but his capacity for evil and lack of conscience may give him an advantage over the  detective.,31.501,Adventure,Warner Bros. Pictures,United Kingdom,English,Guy Ritchie,Michele Mulroney,7.4,487379																																
337339,The Fate of the Furious,6.887,9719,Released,2017-04-12,1236005118,136,250000000,en,The Fate of the Furious,When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him| the crew face trials that will test them as never before.,56.124,Action,Original Film,United States of America,English,F. Gary Gray,Gary Scott Thompson,6.6,259423																																
458156,John Wick: Chapter 3 - Parabellum,7.447,9711,Released,2019-05-15,326709727,131,55000000,en,John Wick: Chapter 3 - Parabellum,Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassinâ€™s guild| the High Table| John Wick is excommunicado| but the worldâ€™s most ruthless hit men and women await his every turn.,80.825,Action,Thunder Road,United States of America,Arabic,Chad Stahelski,Derek Kolstad,7.4,440044																																
