"id","title","vote_average","vote_count","status","release_date","revenue","runtime","budget","imdb_id","original_language","original_title","overview","popularity","tagline","genres","production_companies","production_countries","spoken_languages","cast","director","director_of_photography","writers","producers","music_composer","imdb_rating","imdb_votes","poster_path"
"255","Stolen Kisses","7.3","419.0","Released","1968-09-04","1500000.0","90.0","350000.0","tt0062695","fr","Baisers volés","The third in a series of films featuring François Truffaut's alter-ego, Antoine Doinel, the story resumes with Antoine being discharged from military service. His sweetheart Christine's father lands Antoine a job as a security guard, which he promptly loses. Stumbling into a position assisting a private detective, Antoine falls for his employers' seductive wife, Fabienne, and finds that he must choose between the older woman and Christine.","9.4","Antoine knows what he wants to do ... his problem is doing it.","Comedy, Drama, Romance","Les Films du Carrosse, Les Productions Artistes Associés","France","Français","Christine Pellé, Jean-François Adam, François Darbon, Jean-Pierre Léaud, Delphine Seyrig, Martine Ferrière, Michael Lonsdale, Liza Braconnier, Harry-Max, Serge Rousseau, Claude Jade, Madeleine Parard, Jacques Delord, Catherine Lutz, Albert Simono, André Falcon, Paul Pavel, Carole Noe, Léon Elkenbaum, Marcel Mercier, Anik Belaubre, Robert Cambourakis, France Monteil, Karine Jeantet, Claire Duhamel, Pascale Dauman, Jacques Robiolles, Daniel Ceccaldi, Chantal Banlier, Joseph Mériau, Jacques Rispal, Roger Trapp, Marie-France Pisier, Marcel Berbert, Martine Brochard","François Truffaut","Denys Clerval","François Truffaut, Claude de Givray, Bernard Revon","François Truffaut, Marcel Berbert","Antoine Duhamel","7.5","15545.0","/5qHh1Vp2TOOX5IaTVt4wyT8OTnR.jpg"
"256","Antoine and Colette","7.2","249.0","Released","1962-06-22","0.0","30.0","0.0","tt1180329","fr","Antoine et Colette","Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend. First segment of “Love at Twenty” (1962).","7.207","Will Colette ultimately fall for Antoine's romanticism?","Romance, Drama, Comedy","Les Films du Carrosse","France","Français","Patrick Auffay, Pierre Schaeffer, Jean-François Adam, François Darbon, Rosy Varte, Marie-France Pisier, Jean-Pierre Léaud","François Truffaut","Raoul Coutard","François Truffaut","Pierre Roustang","Georges Delerue","7.5","6618.0","/nfP8J7pv75KOAliIM3RG7h6Zos5.jpg"
"257","Oliver Twist","6.749","1165.0","Released","2005-09-23","42580321.0","130.0","50000000.0","tt0380599","en","Oliver Twist","Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.","16.348","","Crime, Drama, Family","ETIC Films, R.P. Productions, Runteam III Ltd.","Czech Republic, France, Italy, United Kingdom","English","Morgane Polanski, Teresa Churcher, Gillian Hanna, Joe Tremain, Timothy Bateson, Michael Heath, Richard Ridings, Lewis Chase, Ben Kingsley, Jeremy Swift, Filip Hes, Tony Noble, Leanne Rowe, Frances Cuka, Chris Overton, Ophelia Lovibond, Alun Armstrong, Jamie Foreman, John Nettleton, Peter Copley, Jake Curran, Richard Durden, Nick Stringer, Mark Strong, Patrick Godfrey, Andy Linden, Edward Hardwicke, Levi Hayes, Turbo, Harry Eden, Andy de la Tour, Liz Smith, Ian McNeice, Paul Brooke, Gerard Horan, Laurie Athey, Barney Clark, Frank Mills","Roman Polanski","Paweł Edelman","Ronald Harwood, Charles Dickens","Roman Polanski, Alain Sarde, Robert Benmussa, Timothy Burrill, Petr Moravec","Rachel Portman","6.8","34626.0","/zhPdYZ3x2uanhM1SyBj4CuL6hSa.jpg"
"258","Bed and Board","7.2","262.0","Released","1970-09-09","0.0","97.0","0.0","tt0065651","fr","Domicile conjugal","Parisian everyman Antoine Doinel has married his sweetheart Christine Darbon, and the newlyweds have set up a cozy domestic life of selling flowers and giving violin lessons while Antoine fitfully works on his long-gestating novel. As Christine becomes pregnant with the couple's first child, Antoine finds himself enraptured with a young Japanese beauty. The complications change the course of their relationship forever.","10.793","First Truffaut gave us The 400 Blows. Then Stolen Kisses... and now Bed and Board.","Comedy, Drama, Romance","Valoria Films, Fida Cinematografica, Les Films du Carrosse","France, Italy","Français","Jacques Rispal, Marianne Piketti, Claude Jade, Frédérique Dolbert, Daniel Ceccaldi, Jérôme Richard, Jean-Pierre Léaud, Danièle Girard, Barbara Laage, Pierre Maguelon, Billy Kearns, Silvana Blasi, Marcel Berbert, Yvon Lec, Pierre Fabre, Ernest Menzer, Daniel Boulanger, Marie Dedieu, Emilie Barbault, Philippe Léotard, Christophe Vesque, Joseph Mériau, Ada Lonati, Claude Véga, Miss Irakane, Jacques Robiolles, François Truffaut, Serge Rousseau, Jacques Jouanneau, Christian de Tillière, Claire Duhamel, Guy Piérauld, Iska Khan, Anik Belaubre, Jacques Cottin, Hiroko Berghauer, Helen Scott, Marcel Mercier, Nicole Félix, Marie Irakane","François Truffaut","Néstor Almendros","Bernard Revon, François Truffaut, Claude de Givray","Marcel Berbert, Hercule Mucchielli, François Truffaut, André Mucchielli","Antoine Duhamel","7.4","10886.0","/s9R5wKbrB9SfOG1FzbICbOsssX8.jpg"
"259","Love on the Run","7.1","194.0","Released","1979-01-24","0.0","93.0","0.0","tt0078771","fr","L'Amour en fuite","Antoine is now 30, working as a proofreader and getting divorced from his wife. It's the first ""no-fault"" divorce in France and a media circus erupts, dredging up Antoine's past. Indecisive about his new love with a store clerk, he impulsively takes off with an old flame.","21.799","Antoine Doinel. He's got four ladies ... Nine lives ... and Plenty of alibis!","Romance, Drama, Comedy","Les Films du Carrosse","France","Français","Richard Kanayan, Dani, Emmanuel Clot, Alexandre Janssen, Alain Ollivier, Jean-Pierre Léaud, Christian Lentretien, Chantal Zaugg, Rosy Varte, Jean-Pierre Ducos, Claude Jade, Marie-France Pisier, Daniel Mesguich, Marie Henriau, Pierre Dios, Julien Dubois, Julien Bertheau, Monique Dury, Dorothée, Richard Berry, Roland Thénot","François Truffaut","Néstor Almendros","Suzanne Schiffman, Jean Aurel, François Truffaut, Marie-France Pisier","François Truffaut","Georges Delerue, Laurent Voulzy, Alain Souchon","7.0","7698.0","/s6Yf7DVdUy6Due5wWm5OmvyRBtH.jpg"
"260","The 39 Steps","7.4","932.0","Released","1935-06-06","0.0","86.0","0.0","tt0026029","en","The 39 Steps","Richard Hanney has a rude awakening when a glamorous female spy falls into his bed - with a knife in her back. Having a bit of trouble explaining it all to Scotland Yard, he heads for the hills of Scotland to try to clear his name by locating the spy ring known as The 39 Steps.","13.233","Handcuffed to the girl who double-crossed him","Mystery, Thriller","Gaumont-British Picture Corporation","United Kingdom","English","Elizabeth Inglis, Vida Hope, Ivor Barnard, Peggy Ashcroft, Lucie Mannheim, James Knight, John Rae, Madeleine Carroll, Alfred Hitchcock, Carleton Hobbs, Pat Hagate, Gus McNaughton, John Turnbull, Jerry Verno, Quinton McPherson, Godfrey Tearle, Noel Birkin, Miles Malleson, Charles Hubert Renard, Charles Bennett, John Laurie, Frank Cellier, Wallace Bosco, Frederick Piper, Robert Donat, Hilda Trevelyan, Matthew Boulton, S. J. Warmington, Helen Haye, Ex-Det. Sergt. Bishop, Wylie Watson, Peggy Simpson","Alfred Hitchcock","Bernard Knowles","John Buchan, Ian Hay, Charles Bennett","Michael Balcon","Louis Levy, Jack Beaver","7.6","62764.0","/paI9Tmqm2cZG6xy4Tnjw3Ydjuw5.jpg"
"261","Cat on a Hot Tin Roof","7.6","742.0","Released","1958-08-29","17570324.0","108.0","3000000.0","tt0051459","en","Cat on a Hot Tin Roof","An alcoholic ex-football player drinks his days away, having failed to come to terms with his sexuality and his real feelings for his football buddy who died after an ambiguous accident. His wife is crucified by her desperation to make him desire her: but he resists the affections of his wife. His reunion with his father—who is dying of cancer—jogs a host of memories and revelations for both father and son.","19.628","Just one pillow on her bed... and just one desire in her heart.","Drama","Avon Productions, Metro-Goldwyn-Mayer","United States of America","English","Madeleine Sherwood, Judith Anderson, Paul Newman, Larry Gates, Vaughn Taylor, Burl Ives, Zelda Cleaver, Hugh Corcoran, Jack Carson, Robert 'Rusty' Stevens, Elizabeth Taylor, Brian Corcoran","Richard Brooks","William H. Daniels","Tennessee Williams, Richard Brooks, James Poe","Lawrence Weingarten","Charles Wolcott","7.9","54461.0","/vWf1AR8rC6WjGKELlmLv2VAUZJB.jpg"
"262","The King of Comedy","7.8","2273.0","Released","1982-12-18","2536000.0","109.0","19000000.0","tt0085794","en","The King of Comedy","Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.","19.705","It's no laughing matter.","Drama, Comedy","Embassy International Pictures, 20th Century Fox","United States of America","English","Catherine Scorsese, William Jorgensen, Harry J. Ufland, Gerard Murphy, Robert Colston, Ray Dittrich, Mardik Martin, Marta Heflin, Audrey Dummett, Thelma Lee, Jim Lyness, Charles Scorsese, Bill Minkin, Margo Winkler, Ellen Foley, Frederick de Cordova, Diahnne Abbott, Sel Vitella, Jay Julien, Joyce Brothers, Peter Potulski, Michael F. Stodden, June Prud'Homme, Jimmy Raitt, Jeff David, Sandra Bernhard, Peter Fain, William Littauer, Paul Simonon, Charles Kaleina, Victor Borge, Richard Dioguardi, Scotty Bloch, Thomas M. Tolan, Liza Minnelli, Rob-Jamere Wess, Loretta Tupper, Shelley Hack, Lou Brown, Tony Randall, Whitey Ryan, Edgar J. Scherick, Robert De Niro, Jerry Lewis, Ralph Monaco, Michael Kolba, Cathy Scorsese, Diane Rachell, Matt Russo, Richard Baratz, Gaby Salter, Dennis Mulligan, Don Letts, Chuck Stevens, Joe Strummer, Martin Scorsese, Mick Jones, Marvin Scott, Chuck Coop, Ramon Rodriguez, Chuck Low, Pearl Harbour, Doc Lawless, Leslie Levinson, George Kapp, Tony Devon, Kim Chan, Vinnie Gonzales, Alan Potashnick, Tony Boschetti, Jerry Baxter-Worman, Ed Herlihy, Kosmo Vinyl, Katherine Wallach","Martin Scorsese","Fred Schuler","Paul D. Zimmerman","Arnon Milchan, Robert Greenhut","Robbie Robertson","7.8","122957.0","/3BM78deUfeZfShqPTblZuamgC8a.jpg"
"265","Lili Marleen","6.3","74.0","Released","1981-01-14","8144.0","120.0","0.0","tt0082661","de","Lili Marleen","The story of a German singer named Willie who while working in Switzerland falls in love with a Jewish composer named Robert whose family is helping people to flee from the Nazis. Robert’s family is skeptical of Willie, thinking she could be a Nazi as she becomes famous for singing the song “Lili Marleen”.","9.326","","Drama, War, Romance","Rialto Films, Roxy Film, CIP Filmproduktion GmbH, BR","Germany","Deutsch, English","Helen Vita, Raúl Gimenez, Peter Chatel, Daniel Schmid, Rainer Will, Giancarlo Giannini, Franz Buchrieser, Helmut Petigk, Karl-Heinz von Hassel, Jürgen Draeger, Barbara Valentin, Harry Baer, Sonja Neudorfer, Irm Hermann, Dirk Galuba, Karin Baal, Adrian Hoven, Toni Netzle, Werner Asam, Elisabeth Volkmann, Herb Andress, Rainer Werner Fassbinder, Traute Hoess, Hark Bohm, Lilo Pempeit, Brigitte Mira, Alexander Allerson, Hanna Schygulla, Mel Ferrer, Willy Harlander, Michael McLernon, Michele Oliveri, Rudolf Lenz, Roger Fritz, Volker Eckstein, Herbert Steinmetz, Kristine De Loup, Erik Schumann, Christine Kaufmann, Udo Kier, Gottfried John","Rainer Werner Fassbinder","Xaver Schwarzenberger","Manfred Purzer, Joshua Sinclair, Rainer Werner Fassbinder, Werner Uschkurat","Enzo Peri, Luggi Waldleitner","Peer Raben","7.1","4384.0","/gUlsnj1HSnJVljQrFrg3driO8tr.jpg"
"266","Contempt","7.1","825.0","Released","1963-10-29","528428.0","103.0","900000.0","tt0057345","fr","Le Mépris","A philistine in the art film business, Jeremy Prokosch is a producer unhappy with the work of his director. Prokosch has hired Fritz Lang to direct an adaptation of ""The Odyssey,"" but when it seems that the legendary filmmaker is making a picture destined to bomb at the box office, he brings in a screenwriter to energize the script. The professional intersects with the personal when a rift develops between the writer and his wife.","18.494","More bold! More brazen! And much, much more Bardot!","Drama, Romance","Rome-Paris Films, Les Films Concordia, C. C. Champion","France, Italy","English, Français, Deutsch, Italiano","Michel Piccoli, Giorgia Moll, Linda Veras, Fritz Lang, Brigitte Bardot, Jack Palance, Raoul Coutard, Jean-Luc Godard","Jean-Luc Godard","Raoul Coutard","Alberto Moravia, Jean-Luc Godard","Joseph E. Levine, Georges de Beauregard, Carlo Ponti","Georges Delerue","7.4","36850.0","/kNElbRcp4Qz6wmJ9kH5vdY004Hq.jpg"
"267","Live Flesh","7.0","659.0","Released","1997-10-10","1535558.0","103.0","0.0","tt0118819","es","Carne trémula","When Victor attempts to seduce Elena, all he gets for his trouble is a one-way, six-year ticket to prison, where he concentrates on strengthening his mind, his body... and his desire for vengeance on the man who put him there. After his release and still madly in love with her, Victor will stop at nothing to win her over even if means revenge, for Elena has married David, the cop who sent him to prison!","13.107","Life, love, desire... and everything in between.","Drama, Romance, Thriller","France 3 Cinéma, El Deseo, CiBy 2000","Spain, France","български език, Italiano, Español","Josep Molins, María Rosenfeldt, Daniel Lanchas, Liberto Rabal, Francesca Neri, Emilio Rodríguez, Ángela Molina, Antonio Henares, Matías Prats Sr., José Sancho, Félix Gómez, Diego de Paz, Yael Be, Gustavo Villapalos, Javier Bardem, Penélope Cruz, Álex Angulo, Agustín Almodóvar, Elena Santonja, Mariola Fuentes, Pilar Bardem","Pedro Almodóvar","Affonso Beato","Jorge Guerricaechevarría, Pedro Almodóvar, Ruth Rendell, Ray Loriga","Esther García, Agustín Almodóvar","Alberto Iglesias","7.3","34290.0","/7YPGYeamF6AuyxhKqbd5oNKKCCy.jpg"
"268","Batman","7.2","7798.0","Released","1989-06-21","411348924.0","126.0","35000000.0","tt0096895","en","Batman","Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.","48.95","Justice is always darkest before the dawn.","Fantasy, Action, Crime","Warner Bros. Pictures, Polygram Pictures, Guber/Peters Company","United States of America","English, Français","Pat Gorman, John Dair, Jazzer Jeyes, Michael Keaton, Lee Wallace, Adrian Meyers, Keith Edwards, Sam Douglas, Hugo Blick, Paul Michael, Rocky Taylor, Elliott Stein, Robert Wuhl, Tracey Walter, Amir M. Korangy, Michael Gough, Leon Herbert, Barrie Holland, John Sterland, Albert Evansky, George Lane Cooper, Kim Basinger, Clyde Gatell, Kit Hollerbach, Edwin Craig, Vincent Wong, Garrick Hagon, George Roth, Mac McDonald, Jack Nicholson, Lachele Carl, Christopher Fairbank, Paul Birchard, Del Baker, Kate Harper, Sharon Holm, Steve Plytas, Liza Ross, Billy Dee Williams, Carl Chase, Stephanie English, Charles Roskilly, David Baxt, Terence Plummer, Pat Hingle, Joel Cutrara, Valentino Musetti, Wayne Michaels, Philip Tan, Jon Soresi, Anthony Wellington, Denis Lill, Bruce McGuire, Jack Palance, Richard Strange, Philip O'Brien, Chris Andrews, Richard Durden, Michael Balfour, Jerry Hall, William Hootkins","Tim Burton","Roger Pratt","Warren Skaaren, Bob Kane, Sam Hamm","Jon Peters, Michael Uslan, Benjamin Melniker, Peter Guber","Danny Elfman","7.5","413407.0","/cij4dd21v2Rk2YtUQbV5kW69WB2.jpg"
"269","Breathless","7.5","1792.0","Released","1960-03-16","0.0","90.0","0.0","tt0053472","fr","À bout de souffle","A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.","29.284","Wild! Violent! Outspoken and Honest!","Drama, Crime","Les Films Impéria, Les Productions Georges de Beauregard, SNC","France","Français, English","Liliane Dreyfus, André S. Labarthe, Van Doude, Jacques Siclier, Raymond Huntley, José Bénazéraf, Claude Mansard, Jean Domarchi, Virginie Ullmann, Gérard Brach, François Moreuil, Louiguy, Jean Seberg, Jacques Serguine, Guido Orlando, Jacques Lourcelles, Daniel Boulanger, Jean Douchet, Philippe de Broca, Madame Paul, Jean-Pierre Melville, Emile Villion, Henri-Jacques Huet, Liliane Robin, Jean-Louis Richard, Jean-Luc Godard, Michel Mourlet, Roger Hanin, Richard Balducci, Jean-Paul Belmondo, Michel Fabre","Jean-Luc Godard","Raoul Coutard","Claude Chabrol, François Truffaut, Jean-Luc Godard","Georges de Beauregard","Martial Solal","7.7","89660.0","/9Wx0Wdn2EOqeCZU4SP6tlS3LOml.jpg"
"270","Wir sagen Du! Schatz.","6.5","9.0","Released","2007-11-01","0.0","98.0","350000.0","tt0997275","de","Wir sagen Du! Schatz.","Oliver doesn’t have a family so he steals one.","3.156","","Comedy, Drama, Fantasy","miko-film","Germany","Deutsch","Margot Nagel, Samuel Finzi, Harald Warmbrunn, Anna Maria Mühe, Nina Kronjäger","Marc Meyer","Jan Raiber, Peter Polsak-Lohmann","Marc Meyer","Faysal Omer, Marc Meyer","Christian Biegai","6.9","111.0","/le35Cod2vJWmWSbrUjeClZMC8JK.jpg"
"271","Ronia, the Robber's Daughter","6.9","169.0","Released","1984-12-14","0.0","126.0","0.0","tt0088015","sv","Ronja Rövardotter","Ronia lives happily in her father's castle until she comes across a new playmate, Birk, in the nearby dark forest. The two explore the wilderness, braving dangerous Witchbirds and Rump-Gnomes. But when their families find out Birk and Ronia have been playing together, they forbid them to see each other again. Indeed, their fathers are competing robber chieftains and bitter enemies. Now the two spunky children must try to tear down the barriers that have kept their families apart for so long.","12.862","","Adventure, Drama, Fantasy, Family","Svenska Ord, FilmTeknik, SF Studios, Norsk Film, SVT","Sweden, Norway","svenska","Philip Zandén, Claes Janson, Henry Ottenby, Tommy Körberg, Louise Raeder, Ricky Bruch, Hanna Zetterberg, Börje Ahlstedt, Med Reventberg, Lena Nyman, Per Oscarsson, Björn Isfält, Allan Edwall, Björn Wallde, Ulf Isenborg, Dan Håfström, Georg Adelly, Stefan Kumberg, Linda Krüger, Lillemor Ohlsson","Tage Danielsson","Mischa Gavrjusjov, Ole Fredrik Haug, Rune Ericson","Astrid Lindgren","Waldemar Bergendahl","Björn Isfält","7.3","12370.0","/u94w3NUNOYa3Wk4PXfzwI4lWnM0.jpg"
